year,province_id,province_name,track,school_name,school_province,city,tier,f985,f211,shuangyiliu,min_score,min_rank,avg_score,batch
2020,ah,安徽,history,清华大学,北京,北京市,985,1,1,1,654,12,,普通类_本科一批
2020,ah,安徽,history,北京大学,北京,北京市,985,1,1,1,648,21,,普通类_本科一批
2020,ah,安徽,history,长春财经学院,吉林,长春市,本科,0,0,0,513,23,515.26,普通类_本科二批
2020,ah,安徽,history,复旦大学,上海,上海市,985,1,1,1,642,55,,普通类_本科一批
2020,ah,安徽,history,上海交通大学,上海,上海市,985,1,1,1,641,64,,普通类_本科一批
2020,ah,安徽,history,中国人民大学,北京,北京市,985,1,1,1,638,91,,普通类_本科一批
2020,ah,安徽,history,浙江大学,浙江,杭州市,985,1,1,1,637,107,,普通类_本科一批
2020,ah,安徽,history,南京大学,江苏,南京市,985,1,1,1,635,126,,普通类_本科一批
2020,ah,安徽,history,广西民族大学相思湖学院,广西,南宁市,本科,0,0,0,629,133,,普通类_本科提前批
2020,ah,安徽,history,上海财经大学,上海,上海市,211,0,1,1,630,213,,普通类_本科一批
2020,ah,安徽,history,武汉大学,湖北,武汉市,985,1,1,1,628,236,,普通类_本科一批
2020,ah,安徽,history,北京师范大学,北京,北京市,985,1,1,1,627,267,,普通类_本科一批
2020,ah,安徽,history,同济大学,上海,上海市,985,1,1,1,624,353,,普通类_本科一批
2020,ah,安徽,history,南开大学,天津,天津市,985,1,1,1,622,397,,普通类_本科一批
2020,ah,安徽,history,北京航空航天大学,北京,北京市,985,1,1,1,628,451,,普通类_本科一批
2020,ah,安徽,history,中山大学,广东,广州市,985,1,1,1,620,478,,普通类_本科一批
2020,ah,安徽,history,国防科技大学,湖南,长沙市,985,1,1,1,637,479,645,普通类_本科提前批
2020,ah,安徽,history,华东师范大学,上海,上海市,985,1,1,1,618,572,,普通类_本科一批
2020,ah,安徽,history,厦门大学,福建,厦门市,985,1,1,1,618,575,,普通类_本科一批
2020,ah,安徽,history,中央财经大学,北京,北京市,211,0,1,1,617,597,,普通类_本科一批
2020,ah,安徽,history,东南大学,江苏,南京市,985,1,1,1,617,598,,普通类_本科一批
2020,ah,安徽,history,中国政法大学,北京,北京市,211,0,1,1,617,602,,普通类_本科一批
2020,ah,安徽,history,对外经济贸易大学,北京,北京市,211,0,1,1,616,657,,普通类_本科一批
2020,ah,安徽,history,香港中文大学（深圳）,广东,深圳市,本科,0,0,0,633,666,,普通类_本科提前批
2020,ah,安徽,history,天津大学,天津,天津市,985,1,1,1,616,702,,普通类_本科一批
2020,ah,安徽,history,上海外国语大学,上海,上海市,211,0,1,1,616,703,,普通类_本科一批
2020,ah,安徽,history,中国人民大学（苏州校区）,江苏,苏州市,双一流,0,0,1,632,707,,普通类_本科一批
2020,ah,安徽,history,中国社会科学院大学,北京,北京市,本科,0,0,0,622,712,,普通类_本科一批
2020,ah,安徽,history,北京理工大学,北京,北京市,985,1,1,1,621,745,,普通类_本科一批
2020,ah,安徽,history,四川大学,四川,成都市,985,1,1,1,614,769,,普通类_本科一批
2020,ah,安徽,history,华中科技大学,湖北,武汉市,985,1,1,1,613,858,,普通类_本科一批
2020,ah,安徽,history,山东大学,山东,济南市,985,1,1,1,613,869,,普通类_本科一批
2020,ah,安徽,history,重庆大学,重庆,重庆市,985,1,1,1,611,992,,普通类_本科一批
2020,ah,安徽,history,中南大学,湖南,长沙市,985,1,1,1,610,1032,,普通类_本科一批
2020,ah,安徽,history,北京外国语大学,北京,北京市,211,0,1,1,610,1034,,普通类_本科一批
2020,ah,安徽,history,中国传媒大学,北京,北京市,211,0,1,1,610,1063,,普通类_本科一批
2020,ah,安徽,history,吉林大学,吉林,长春市,985,1,1,1,609,1088,,普通类_本科一批
2020,ah,安徽,history,中国农业大学,北京,北京市,985,1,1,1,609,1109,,普通类_本科一批
2020,ah,安徽,history,华南理工大学,广东,广州市,985,1,1,1,609,1121,,普通类_本科一批
2020,ah,安徽,history,苏州大学,江苏,苏州市,211,0,1,1,608,1205,,普通类_本科一批
2020,ah,安徽,history,中央民族大学,北京,北京市,985,1,1,1,607,1229,,普通类_本科一批
2020,ah,安徽,history,哈尔滨工业大学,黑龙江,哈尔滨市,985,1,1,1,607,1248,,普通类_本科一批
2020,ah,安徽,history,外交学院,北京,北京市,双一流,0,0,1,607,1257,,普通类_国家专项计划本科一批
2020,ah,安徽,history,湖南大学,湖南,长沙市,985,1,1,1,607,1260,,普通类_本科一批
2020,ah,安徽,history,南京师范大学,江苏,南京市,211,0,1,1,607,1279,,普通类_本科一批
2020,ah,安徽,history,北京交通大学,北京,北京市,211,0,1,1,606,1317,,普通类_本科一批
2020,ah,安徽,history,电子科技大学,四川,成都市,985,1,1,1,606,1344,,普通类_本科一批
2020,ah,安徽,history,华东政法大学,上海,上海市,本科,0,0,0,606,1352,,普通类_本科一批
2020,ah,安徽,history,上海大学,上海,上海市,211,0,1,1,605,1380,,普通类_本科一批
2020,ah,安徽,history,中南财经政法大学,湖北,武汉市,211,0,1,1,605,1424,,普通类_本科一批
2020,ah,安徽,history,中国海洋大学,山东,青岛市,985,1,1,1,605,1436,,普通类_本科一批
2020,ah,安徽,history,西南财经大学,四川,成都市,211,0,1,1,604,1522,,普通类_本科一批
2020,ah,安徽,history,山东大学（威海）,山东,威海市,985,1,1,1,603,1580,,普通类_本科一批
2020,ah,安徽,history,华中师范大学,湖北,武汉市,211,0,1,1,602,1649,,普通类_本科一批
2020,ah,安徽,history,西南政法大学,重庆,重庆市,本科,0,0,0,602,1687,,普通类_本科一批
2020,ah,安徽,history,暨南大学,广东,广州市,211,0,1,1,608,1688,612,普通类_本科一批
2020,ah,安徽,history,西北工业大学,陕西,西安市,985,1,1,1,602,1688,,普通类_本科一批
2020,ah,安徽,history,东华大学,上海,上海市,211,0,1,1,602,1697,,普通类_本科一批
2020,ah,安徽,history,兰州大学,甘肃,兰州市,985,1,1,1,601,1774,,普通类_本科一批
2020,ah,安徽,history,南京航空航天大学,江苏,南京市,211,0,1,1,601,1806,,普通类_本科一批
2020,ah,安徽,history,北京邮电大学,北京,北京市,211,0,1,1,601,1818,,普通类_本科一批
2020,ah,安徽,history,东北大学,辽宁,沈阳市,985,1,1,1,600,1831,,普通类_本科一批
2020,ah,安徽,history,北京科技大学,北京,北京市,211,0,1,1,600,1838,,普通类_本科一批
2020,ah,安徽,history,西南大学,重庆,重庆市,211,0,1,1,600,1864,,普通类_本科一批
2020,ah,安徽,history,中国人民公安大学,北京,北京市,双一流,0,0,1,600,1885,,普通类_本科一批
2020,ah,安徽,history,北京中医药大学,北京,北京市,211,0,1,1,600,1927,,普通类_本科一批
2020,ah,安徽,history,华东理工大学,上海,上海市,211,0,1,1,599,1962,,普通类_本科一批
2020,ah,安徽,history,河海大学,江苏,南京市,211,0,1,1,599,1981,,普通类_本科一批
2020,ah,安徽,history,东北财经大学,辽宁,大连市,本科,0,0,0,598,2105,,普通类_本科一批
2020,ah,安徽,history,北京师范大学珠海分校,广东,珠海市,本科,0,0,0,603,2152,,普通类_本科一批
2020,ah,安徽,history,北京林业大学,北京,北京市,211,0,1,1,598,2161,,普通类_本科一批
2020,ah,安徽,history,华北电力大学,北京,北京市,211,0,1,1,597,2220,,普通类_本科一批
2020,ah,安徽,history,首都师范大学,北京,北京市,双一流,0,0,1,597,2224,,普通类_本科一批
2020,ah,安徽,history,上海对外经贸大学,上海,上海市,本科,0,0,0,597,2240,,普通类_本科一批
2020,ah,安徽,history,中国地质大学（武汉）,湖北,武汉市,211,0,1,1,597,2256,,普通类_本科一批
2020,ah,安徽,history,江南大学,江苏,无锡市,211,0,1,1,597,2282,,普通类_本科一批
2020,ah,安徽,history,南京农业大学,江苏,南京市,211,0,1,1,596,2298,,普通类_本科一批
2020,ah,安徽,history,福州大学,福建,福州市,211,0,1,1,596,2316,,普通类_本科一批
2020,ah,安徽,history,华南师范大学,广东,广州市,211,0,1,1,596,2322,,普通类_本科一批
2020,ah,安徽,history,西北大学,陕西,西安市,211,0,1,1,596,2341,,普通类_本科一批
2020,ah,安徽,history,深圳大学,广东,深圳市,本科,0,0,0,596,2343,,普通类_本科一批
2020,ah,安徽,history,中国药科大学,江苏,南京市,211,0,1,1,596,2389,,普通类_本科一批
2020,ah,安徽,history,西南交通大学,四川,成都市,211,0,1,1,595,2444,,普通类_本科一批
2020,ah,安徽,history,南京理工大学,江苏,南京市,211,0,1,1,595,2450,,普通类_本科一批
2020,ah,安徽,history,陕西师范大学,陕西,西安市,211,0,1,1,595,2468,,普通类_本科一批
2020,ah,安徽,history,郑州大学,河南,郑州市,211,0,1,1,594,2564,,普通类_本科一批
2020,ah,安徽,history,东北师范大学,吉林,长春市,211,0,1,1,594,2570,,普通类_本科一批
2020,ah,安徽,history,北京工业大学,北京,北京市,211,0,1,1,600,2582,,普通类_本科一批
2020,ah,安徽,history,西北农林科技大学,陕西,咸阳市,985,1,1,1,594,2619,,普通类_本科一批
2020,ah,安徽,history,武汉理工大学,湖北,武汉市,211,0,1,1,594,2627,,普通类_本科一批
2020,ah,安徽,history,湖南师范大学,湖南,长沙市,211,0,1,1,594,2664,,普通类_本科一批
2020,ah,安徽,history,北京化工大学,北京,北京市,211,0,1,1,593,2749,,普通类_本科一批
2020,ah,安徽,history,南京审计大学,江苏,南京市,本科,0,0,0,593,2755,,普通类_本科一批
2020,ah,安徽,history,中国矿业大学（北京）,北京,北京市,211,0,1,1,593,2785,,普通类_本科一批
2020,ah,安徽,history,中国地质大学（北京）,北京,北京市,211,0,1,1,593,2802,,普通类_本科一批
2020,ah,安徽,history,华中农业大学,湖北,武汉市,211,0,1,1,592,2871,,普通类_本科一批
2020,ah,安徽,history,中国石油大学（北京）,北京,北京市,211,0,1,1,592,2937,,普通类_本科一批
2020,ah,安徽,history,云南大学,云南,昆明市,211,0,1,1,592,2978,,普通类_本科一批
2020,ah,安徽,history,广东外语外贸大学,广东,广州市,本科,0,0,0,591,3013,,普通类_本科一批
2020,ah,安徽,history,西北政法大学,陕西,西安市,本科,0,0,0,591,3020,,普通类_本科一批
2020,ah,安徽,history,首都经济贸易大学,北京,北京市,本科,0,0,0,591,3159,,普通类_本科一批
2020,ah,安徽,history,大连海事大学,辽宁,大连市,211,0,1,1,590,3233,,普通类_本科一批
2020,ah,安徽,history,北京第二外国语学院,北京,北京市,本科,0,0,0,590,3275,,普通类_本科一批
2020,ah,安徽,history,西安交通大学,陕西,西安市,985,1,1,1,589,3432,,普通类_本科一批
2020,ah,安徽,history,上海立信会计金融学院,上海,上海市,本科,0,0,0,587,3644,,普通类_本科一批
2020,ah,安徽,history,中国人民警察大学,河北,廊坊市,本科,0,0,0,593,3694,,只招女生_本科提前批
2020,ah,安徽,history,南京财经大学,江苏,南京市,本科,0,0,0,586,3914,,普通类_本科一批
2020,ah,安徽,history,西安外国语大学,陕西,西安市,本科,0,0,0,586,3985,,普通类_本科一批
2020,ah,安徽,history,宁波大学,浙江,宁波市,双一流,0,0,1,585,3998,,普通类_本科一批
2020,ah,安徽,history,上海海事大学,上海,上海市,本科,0,0,0,585,4053,,普通类_本科一批
2020,ah,安徽,history,安徽大学,安徽,合肥市,211,0,1,1,585,4124,,普通类_本科一批
2020,ah,安徽,history,南昌大学,江西,南昌市,211,0,1,1,585,4150,,普通类_本科一批
2020,ah,安徽,history,中国矿业大学,江苏,徐州市,211,0,1,1,584,4260,,普通类_本科一批
2020,ah,安徽,history,长安大学,陕西,西安市,211,0,1,1,584,4262,,普通类_本科一批
2020,ah,安徽,history,合肥工业大学,安徽,合肥市,211,0,1,1,584,4300,,普通类_本科一批
2020,ah,安徽,history,南京邮电大学,江苏,南京市,双一流,0,0,1,583,4332,,普通类_本科一批
2020,ah,安徽,history,复旦大学上海医学院,上海,上海市,985,1,1,0,583,4383,,普通类_国家专项计划本科一批
2020,ah,安徽,history,上海师范大学,上海,上海市,本科,0,0,0,583,4396,,普通类_本科一批
2020,ah,安徽,history,北京体育大学,北京,北京市,211,0,1,1,583,4475,,普通类_本科一批
2020,ah,安徽,history,辽宁大学,辽宁,沈阳市,211,0,1,1,583,4489,,普通类_本科一批
2020,ah,安徽,history,南京林业大学,江苏,南京市,双一流,0,0,1,583,4517,,普通类_本科一批
2020,ah,安徽,history,四川外国语大学,重庆,重庆市,本科,0,0,0,582,4577,,普通类_本科一批
2020,ah,安徽,history,浙江财经大学,浙江,杭州市,本科,0,0,0,582,4606,,普通类_本科一批
2020,ah,安徽,history,宁波诺丁汉大学,浙江,宁波市,本科,0,0,0,596,4618,,普通类_本科一批
2020,ah,安徽,history,浙江师范大学,浙江,金华市,本科,0,0,0,582,4728,,普通类_本科一批
2020,ah,安徽,history,福建师范大学,福建,福州市,本科,0,0,0,582,4751,,普通类_本科一批
2020,ah,安徽,history,北京工商大学,北京,北京市,本科,0,0,0,581,4780,,普通类_本科一批
2020,ah,安徽,history,广西大学,广西,南宁市,211,0,1,1,587,4819,,普通类_本科一批
2020,ah,安徽,history,南京信息工程大学,江苏,南京市,双一流,0,0,1,581,4837,,普通类_本科一批
2020,ah,安徽,history,杭州师范大学,浙江,杭州市,本科,0,0,0,581,4855,,普通类_本科一批
2020,ah,安徽,history,江苏大学,江苏,镇江市,本科,0,0,0,581,4865,,普通类_本科一批
2020,ah,安徽,history,海南大学,海南,海口市,211,0,1,1,581,4914,,普通类_本科一批
2020,ah,安徽,history,天津外国语大学,天津,天津市,本科,0,0,0,581,4916,,普通类_本科一批
2020,ah,安徽,history,南京中医药大学,江苏,南京市,双一流,0,0,1,581,4932,,普通类_本科一批
2020,ah,安徽,history,青岛大学,山东,青岛市,本科,0,0,0,581,4943,,普通类_本科一批
2020,ah,安徽,history,上海海关学院,上海,上海市,本科,0,0,0,594,4981,,普通类_本科提前批
2020,ah,安徽,history,成都中医药大学,四川,成都市,双一流,0,0,1,581,4985,592.5,普通类_本科一批
2020,ah,安徽,history,合肥工业大学宣城校区,安徽,宣城市,211,0,1,1,580,5025,,普通类_本科一批
2020,ah,安徽,history,上海政法学院,上海,上海市,本科,0,0,0,580,5030,,普通类_本科一批
2020,ah,安徽,history,中国计量大学,浙江,杭州市,本科,0,0,0,580,5102,,普通类_本科一批
2020,ah,安徽,history,贵州大学,贵州,贵阳市,211,0,1,1,580,5108,,普通类_本科一批
2020,ah,安徽,history,扬州大学,江苏,扬州市,本科,0,0,0,580,5140,,普通类_本科一批
2020,ah,安徽,history,太原理工大学,山西,太原市,211,0,1,1,580,5146,,普通类_本科一批
2020,ah,安徽,history,哈尔滨工程大学,黑龙江,哈尔滨市,211,0,1,1,580,5193,,普通类_本科一批
2020,ah,安徽,history,南京工业大学,江苏,南京市,本科,0,0,0,579,5227,,普通类_本科一批
2020,ah,安徽,history,浙江工业大学,浙江,杭州市,本科,0,0,0,579,5251,,普通类_本科一批
2020,ah,安徽,history,东北林业大学,黑龙江,哈尔滨市,211,0,1,1,579,5278,,普通类_本科一批
2020,ah,安徽,history,浙江理工大学,浙江,杭州市,本科,0,0,0,579,5279,,普通类_本科一批
2020,ah,安徽,history,山东建筑大学,山东,济南市,本科,0,0,0,579,5318,,普通类_本科一批
2020,ah,安徽,history,上海海洋大学,上海,上海市,双一流,0,0,1,579,5372,,普通类_本科一批
2020,ah,安徽,history,南通大学,江苏,南通市,本科,0,0,0,579,5384,,普通类_本科一批
2020,ah,安徽,history,北京建筑大学,北京,北京市,本科,0,0,0,579,5391,,普通类_本科一批
2020,ah,安徽,history,天津医科大学,天津,天津市,211,0,1,1,584,5407,,普通类_本科一批
2020,ah,安徽,history,东北农业大学,黑龙江,哈尔滨市,211,0,1,1,579,5447,,普通类_本科一批
2020,ah,安徽,history,湖北大学,湖北,武汉市,本科,0,0,0,579,5466,,普通类_本科一批
2020,ah,安徽,history,南京医科大学,江苏,南京市,本科,0,0,0,578,5505,,普通类_本科一批
2020,ah,安徽,history,天津师范大学,天津,天津市,本科,0,0,0,578,5529,,普通类_本科一批
2020,ah,安徽,history,华北电力大学保定校区,河北,保定市,211,0,1,1,578,5540,,普通类_本科一批
2020,ah,安徽,history,重庆邮电大学,重庆,重庆市,本科,0,0,0,578,5612,,普通类_本科一批
2020,ah,安徽,history,汕头大学,广东,汕头市,本科,0,0,0,578,5637,,普通类_本科一批
2020,ah,安徽,history,河南大学,河南,开封市,双一流,0,0,1,578,5654,,普通类_本科一批
2020,ah,安徽,history,广州大学,广东,广州市,本科,0,0,0,578,5660,,普通类_本科一批
2020,ah,安徽,history,湘潭大学,湖南,湘潭市,本科,0,0,0,577,5746,,普通类_本科一批
2020,ah,安徽,history,济南大学,山东,济南市,本科,0,0,0,577,5826,,普通类_本科一批
2020,ah,安徽,history,集美大学,福建,厦门市,本科,0,0,0,577,5831,,普通类_本科一批
2020,ah,安徽,history,烟台大学,山东,烟台市,本科,0,0,0,577,5843,,普通类_本科一批
2020,ah,安徽,history,中南民族大学,湖北,武汉市,本科,0,0,0,577,5865,,普通类_本科一批
2020,ah,安徽,history,武汉科技大学,湖北,武汉市,本科,0,0,0,577,5874,,普通类_本科一批
2020,ah,安徽,history,上海电力大学,上海,上海市,本科,0,0,0,577,5946,,普通类_本科一批
2020,ah,安徽,history,华南农业大学,广东,广州市,本科,0,0,0,577,5961,,普通类_本科一批
2020,ah,安徽,history,长沙理工大学,湖南,长沙市,本科,0,0,0,576,6005,,普通类_本科一批
2020,ah,安徽,history,内蒙古大学,内蒙古,呼和浩特市,211,0,1,1,576,6006,,普通类_本科一批
2020,ah,安徽,history,成都理工大学,四川,成都市,双一流,0,0,1,576,6018,,普通类_本科一批
2020,ah,安徽,history,华侨大学,福建,泉州市,本科,0,0,0,576,6030,,普通类_国家专项计划本科一批
2020,ah,安徽,history,山东财经大学,山东,济南市,本科,0,0,0,576,6104,,普通类_本科一批
2020,ah,安徽,history,山东师范大学,山东,济南市,本科,0,0,0,576,6111,,普通类_本科一批
2020,ah,安徽,history,河北大学,河北,保定市,本科,0,0,0,576,6189,,普通类_本科一批
2020,ah,安徽,history,上海理工大学,上海,上海市,本科,0,0,0,576,6204,,普通类_本科一批
2020,ah,安徽,history,常州大学,江苏,常州市,本科,0,0,0,576,6207,,普通类_本科一批
2020,ah,安徽,history,重庆工商大学,重庆,重庆市,本科,0,0,0,575,6258,,普通类_本科一批
2020,ah,安徽,history,燕山大学,河北,秦皇岛市,本科,0,0,0,575,6343,,普通类_本科一批
2020,ah,安徽,history,武汉工程大学,湖北,武汉市,本科,0,0,0,575,6383,,普通类_本科一批
2020,ah,安徽,history,广州中医药大学,广东,广州市,双一流,0,0,1,575,6403,,普通类_本科一批
2020,ah,安徽,history,广东工业大学,广东,广州市,本科,0,0,0,575,6430,,普通类_本科一批
2020,ah,安徽,history,中国刑事警察学院,辽宁,沈阳市,本科,0,0,0,587,6465,,普通类_本科一批
2020,ah,安徽,history,大连外国语大学,辽宁,大连市,本科,0,0,0,574,6487,,普通类_本科一批
2020,ah,安徽,history,北京信息科技大学,北京,北京市,本科,0,0,0,574,6505,,普通类_本科一批
2020,ah,安徽,history,湖南中医药大学,湖南,长沙市,本科,0,0,0,574,6516,,普通类_本科一批
2020,ah,安徽,history,宁夏大学,宁夏,银川市,211,0,1,1,574,6520,,普通类_本科一批
2020,ah,安徽,history,上海应用技术大学,上海,上海市,本科,0,0,0,574,6530,,普通类_本科一批
2020,ah,安徽,history,四川师范大学,四川,成都市,本科,0,0,0,574,6539,,普通类_本科一批
2020,ah,安徽,history,西安邮电大学,陕西,西安市,本科,0,0,0,574,6628,,普通类_本科一批
2020,ah,安徽,history,中国人民解放军战略支援部队信息工程大学,河南,郑州市,本科,0,0,0,546,6697,546,普通类_本科提前批
2020,ah,安徽,history,山西大学,山西,太原市,本科,0,0,0,573,6714,,普通类_本科一批
2020,ah,安徽,history,青岛理工大学,山东,青岛市,本科,0,0,0,573,6783,,普通类_本科一批
2020,ah,安徽,history,苏州科技大学,江苏,苏州市,本科,0,0,0,573,6795,,普通类_本科一批
2020,ah,安徽,history,黑龙江大学,黑龙江,哈尔滨市,本科,0,0,0,573,6837,,普通类_本科一批
2020,ah,安徽,history,中国戏曲学院,北京,北京市,本科,0,0,0,573,6881,,普通类_本科一批
2020,ah,安徽,history,天津科技大学,天津,天津市,本科,0,0,0,573,6935,,普通类_本科一批
2020,ah,安徽,history,西南民族大学,四川,成都市,本科,0,0,0,573,6963,,普通类_本科一批
2020,ah,安徽,history,中国人民武装警察部队警官学院,四川,成都市,本科,0,0,0,579,6974,,普通类_本科提前批
2020,ah,安徽,history,江西财经大学,江西,南昌市,本科,0,0,0,572,7048,,普通类_本科一批
2020,ah,安徽,history,湖北工业大学,湖北,武汉市,本科,0,0,0,572,7095,,普通类_本科一批
2020,ah,安徽,history,中国民航大学,天津,天津市,本科,0,0,0,572,7157,,普通类_本科一批
2020,ah,安徽,history,西南石油大学,四川,成都市,双一流,0,0,1,572,7243,,普通类_本科一批
2020,ah,安徽,history,上海第二工业大学,上海,上海市,本科,0,0,0,571,7336,,普通类_本科一批
2020,ah,安徽,history,南方医科大学,广东,广州市,本科,0,0,0,571,7367,,普通类_本科一批
2020,ah,安徽,history,延边大学,吉林,延边朝鲜族自治州,211,0,1,1,571,7370,,普通类_本科一批
2020,ah,安徽,history,北京物资学院,北京,北京市,本科,0,0,0,571,7403,,普通类_本科一批
2020,ah,安徽,history,西交利物浦大学,江苏,苏州市,本科,0,0,0,583,7463,,普通类_本科一批
2020,ah,安徽,history,江苏科技大学,江苏,镇江市,本科,0,0,0,570,7563,,普通类_本科一批
2020,ah,安徽,history,重庆师范大学,重庆,重庆市,本科,0,0,0,570,7676,,普通类_本科一批
2020,ah,安徽,history,安徽师范大学,安徽,芜湖市,本科,0,0,0,570,7767,,普通类_本科一批
2020,ah,安徽,history,重庆交通大学,重庆,重庆市,本科,0,0,0,570,7814,,普通类_本科一批
2020,ah,安徽,history,山东科技大学,山东,青岛市,本科,0,0,0,569,7903,,普通类_本科一批
2020,ah,安徽,history,华东交通大学,江西,南昌市,本科,0,0,0,569,7911,,普通类_本科一批
2020,ah,安徽,history,天津工业大学,天津,天津市,双一流,0,0,1,569,7912,,普通类_本科一批
2020,ah,安徽,history,大连大学,辽宁,大连市,本科,0,0,0,569,7928,,普通类_本科一批
2020,ah,安徽,history,西安建筑科技大学,陕西,西安市,本科,0,0,0,569,7976,,普通类_本科一批
2020,ah,安徽,history,浙江农林大学,浙江,杭州市,本科,0,0,0,569,8012,,普通类_本科一批
2020,ah,安徽,history,广州医科大学,广东,广州市,本科,0,0,0,569,8034,,普通类_本科一批
2020,ah,安徽,history,西安科技大学,陕西,西安市,本科,0,0,0,568,8135,,普通类_本科一批
2020,ah,安徽,history,新疆大学,新疆,乌鲁木齐市,211,0,1,1,568,8224,,普通类_本科一批
2020,ah,安徽,history,中南林业科技大学,湖南,长沙市,本科,0,0,0,568,8394,,普通类_本科一批
2020,ah,安徽,history,江西师范大学,江西,南昌市,本科,0,0,0,567,8485,,普通类_本科一批
2020,ah,安徽,history,西安理工大学,陕西,西安市,本科,0,0,0,567,8615,,普通类_本科一批
2020,ah,安徽,history,西华大学,四川,成都市,本科,0,0,0,567,8636,,普通类_本科一批
2020,ah,安徽,history,闽江学院新华都商学院,福建,福州市,本科,0,0,0,538,8717,544,普通类_本科一批
2020,ah,安徽,history,北京印刷学院,北京,北京市,本科,0,0,0,566,8795,,普通类_本科一批
2020,ah,安徽,history,天津商业大学,天津,天津市,本科,0,0,0,566,8821,,普通类_本科一批
2020,ah,安徽,history,湖南农业大学,湖南,长沙市,本科,0,0,0,578,8829,,普通类_本科一批
2020,ah,安徽,history,长江大学,湖北,荆州市,本科,0,0,0,566,8873,,普通类_本科一批
2020,ah,安徽,history,河北师范大学,河北,石家庄市,本科,0,0,0,566,8917,,普通类_本科一批
2020,ah,安徽,history,湖南科技大学,湖南,湘潭市,本科,0,0,0,566,8919,,普通类_本科一批
2020,ah,安徽,history,中华女子学院,北京,北京市,本科,0,0,0,566,9011,,普通类_本科一批
2020,ah,安徽,history,北京语言大学,北京,北京市,本科,0,0,0,565,9240,,普通类_本科一批
2020,ah,安徽,history,三峡大学,湖北,宜昌市,本科,0,0,0,565,9377,,普通类_本科一批
2020,ah,安徽,history,成都信息工程大学,四川,成都市,本科,0,0,0,564,9486,,普通类_本科一批
2020,ah,安徽,history,上海工程技术大学,上海,上海市,本科,0,0,0,564,9528,,普通类_本科一批
2020,ah,安徽,history,安徽财经大学,安徽,蚌埠市,本科,0,0,0,564,9594,,普通类_本科一批
2020,ah,安徽,history,哈尔滨商业大学,黑龙江,哈尔滨市,本科,0,0,0,564,9682,,普通类_本科一批
2020,ah,安徽,history,江苏师范大学,江苏,徐州市,本科,0,0,0,564,9726,,普通类_本科二批
2020,ah,安徽,history,曲阜师范大学,山东,济宁市,本科,0,0,0,563,9819,,普通类_本科一批
2020,ah,安徽,history,山西财经大学,山西,太原市,本科,0,0,0,563,9892,,普通类_本科一批
2020,ah,安徽,history,温州肯恩大学,浙江,温州市,本科,0,0,0,574,10013,,普通类_本科一批
2020,ah,安徽,history,上海电机学院,上海,上海市,本科,0,0,0,562,10201,,普通类_本科一批
2020,ah,安徽,history,安徽农业大学,安徽,合肥市,本科,0,0,0,562,10234,,普通类_本科一批
2020,ah,安徽,history,中国石油大学（北京）克拉玛依校区,新疆,克拉玛依市,211,0,1,1,562,10251,,普通类_本科一批
2020,ah,安徽,history,西安工程大学,陕西,西安市,本科,0,0,0,562,10278,,普通类_本科一批
2020,ah,安徽,history,黑龙江中医药大学,黑龙江,哈尔滨市,本科,0,0,0,562,10279,,普通类_本科一批
2020,ah,安徽,history,中北大学,山西,太原市,本科,0,0,0,562,10291,,普通类_本科一批
2020,ah,安徽,history,湖南工业大学,湖南,株洲市,本科,0,0,0,562,10303,,普通类_本科一批
2020,ah,安徽,history,武汉纺织大学,湖北,武汉市,本科,0,0,0,562,10335,,普通类_本科一批
2020,ah,安徽,history,北京师范大学-香港浸会大学联合国际学院,广东,珠海市,本科,0,0,0,562,10360,,普通类_本科一批
2020,ah,安徽,history,西南科技大学,四川,绵阳市,本科,0,0,0,561,10436,,普通类_本科一批
2020,ah,安徽,history,河南财经政法大学,河南,郑州市,本科,0,0,0,561,10701,,普通类_本科一批
2020,ah,安徽,history,湖南工商大学,湖南,长沙市,本科,0,0,0,561,10702,,普通类_本科一批
2020,ah,安徽,history,南京晓庄学院,江苏,南京市,本科,0,0,0,561,10719,,普通类_本科一批
2020,ah,安徽,history,广东财经大学,广东,广州市,本科,0,0,0,561,10761,,普通类_本科二批
2020,ah,安徽,history,中国消防救援学院,北京,北京市,本科,0,0,0,561,10761,,普通类_本科一批
2020,ah,安徽,history,河南工业大学,河南,郑州市,本科,0,0,0,560,10781,,普通类_本科一批
2020,ah,安徽,history,闽江学院,福建,福州市,本科,0,0,0,560,10860,,普通类_本科一批
2020,ah,安徽,history,浙大城市学院,浙江,杭州市,本科,0,0,0,560,10926,,普通类_本科一批
2020,ah,安徽,history,河南科技大学,河南,洛阳市,本科,0,0,0,560,11048,,普通类_本科一批
2020,ah,安徽,history,东华理工大学,江西,南昌市,本科,0,0,0,560,11062,,普通类_本科一批
2020,ah,安徽,history,石家庄铁道大学,河北,石家庄市,本科,0,0,0,560,11071,,普通类_本科一批
2020,ah,安徽,history,西安财经大学,陕西,西安市,本科,0,0,0,559,11155,,普通类_本科一批
2020,ah,安徽,history,安徽建筑大学,安徽,合肥市,本科,0,0,0,559,11204,,普通类_本科一批
2020,ah,安徽,history,福建农林大学,福建,福州市,本科,0,0,0,559,11305,,普通类_本科一批
2020,ah,安徽,history,蚌埠医学院,安徽,蚌埠市,本科,0,0,0,558,11679,,普通类_本科一批
2020,ah,安徽,history,南京工程学院,江苏,南京市,本科,0,0,0,557,11942,,普通类_本科一批
